title,platform,score,releaseDate,link
"Destroy All Humans! 2","ps2",74,"2006-10-17","https://www.metacritic.com/game/playstation-2/destroy-all-humans!-2"
"Destroy All Humans! 2","xbox",74,"2006-10-17","https://www.metacritic.com/game/xbox/destroy-all-humans!-2"
"Deus Ex: Human Revolution","ps3",89,"2011-08-23","https://www.metacritic.com/game/playstation-3/deus-ex-human-revolution"
"Deus Ex: Human Revolution","xbox360",89,"2011-08-23","https://www.metacritic.com/game/xbox-360/deus-ex-human-revolution"
"Deus Ex: Human Revolution - Director's Cut","wiiu",88,"2013-10-22","https://www.metacritic.com/game/wii-u/deus-ex-human-revolution---directors-cut"
"Deus Ex: Human Revolution - The Missing Link","ps3",78,"2011-10-18","https://www.metacritic.com/game/playstation-3/deus-ex-human-revolution---the-missing-link"
"Deus Ex: Invisible War","xbox",84,"2003-12-02","https://www.metacritic.com/game/xbox/deus-ex-invisible-war"
"Devil May Cry 2","ps2",68,"2003-01-25","https://www.metacritic.com/game/playstation-2/devil-may-cry-2"
"Devil May Cry 4","ps3",84,"2008-02-05","https://www.metacritic.com/game/playstation-3/devil-may-cry-4"
"Devil May Cry 4","xbox360",84,"2008-02-05","https://www.metacritic.com/game/xbox-360/devil-may-cry-4"
"Devil May Cry HD Collection","ps3",74,"2012-03-29","https://www.metacritic.com/game/playstation-3/devil-may-cry-hd-collection"
"Devil May Cry HD Collection","xbox360",77,"2012-03-29","https://www.metacritic.com/game/xbox-360/devil-may-cry-hd-collection"
"Devil's Third","wiiu",43,"2015-08-28","https://www.metacritic.com/game/wii-u/devils-third"
"Diablo III","ps3",86,"2013-09-03","https://www.metacritic.com/game/playstation-3/diablo-iii"
"Diablo III","xbox360",87,"2013-09-03","https://www.metacritic.com/game/xbox-360/diablo-iii"
"DiRT","ps3",83,"2007-09-11","https://www.metacritic.com/game/playstation-3/dirt"
"DiRT","xbox360",83,"2007-06-19","https://www.metacritic.com/game/xbox-360/dirt"
"DiRT 2","ps3",87,"2009-09-08","https://www.metacritic.com/game/playstation-3/dirt-2"
"DiRT 2","xbox360",87,"2009-09-08","https://www.metacritic.com/game/xbox-360/dirt-2"
"DiRT 3","ps3",87,"2011-05-24","https://www.metacritic.com/game/playstation-3/dirt-3"
"DiRT 3","xbox360",87,"2011-05-24","https://www.metacritic.com/game/xbox-360/dirt-3"
"DiRT Showdown","ps3",75,"2012-06-12","https://www.metacritic.com/game/playstation-3/dirt-showdown"
"Disgaea 3: Absence of Justice","ps3",78,"2008-08-26","https://www.metacritic.com/game/playstation-3/disgaea-3-absence-of-justice"
"Disgaea 4: A Promise Unforgotten","ps3",80,"2011-09-06","https://www.metacritic.com/game/playstation-3/disgaea-4-a-promise-unforgotten"
"Disgaea D2: A Brighter Darkness","ps3",74,"2013-10-08","https://www.metacritic.com/game/playstation-3/disgaea-d2-a-brighter-darkness"
"Dishonored","ps3",89,"2012-10-09","https://www.metacritic.com/game/playstation-3/dishonored"
"Dishonored","xbox360",88,"2012-10-09","https://www.metacritic.com/game/xbox-360/dishonored"
"Dishonored: The Brigmore Witches","xbox360",81,"2013-08-13","https://www.metacritic.com/game/xbox-360/dishonored-the-brigmore-witches"
"Dishonored: The Knife of Dunwall","xbox360",79,"2013-04-16","https://www.metacritic.com/game/xbox-360/dishonored-the-knife-of-dunwall"
"Disney Castle of Illusion starring Mickey Mouse","ps3",72,"2013-09-03","https://www.metacritic.com/game/playstation-3/disney-castle-of-illusion-starring-mickey-mouse"
"Disney DuckTales Remastered","ps3",75,"2013-08-13","https://www.metacritic.com/game/playstation-3/disney-ducktales-remastered"
"Disney DuckTales Remastered","wiiu",76,"2013-08-13","https://www.metacritic.com/game/wii-u/disney-ducktales-remastered"
"Disney Epic Mickey","wii",73,"2010-11-30","https://www.metacritic.com/game/wii/disney-epic-mickey"
"Disney Epic Mickey 2: The Power of Two","wiiu",57,"2012-11-18","https://www.metacritic.com/game/wii-u/disney-epic-mickey-2-the-power-of-two"
"Disney Golf","ps2",72,"2002-10-16","https://www.metacritic.com/game/playstation-2/disney-golf"
"Disney Guilty Party","wii",78,"2010-08-26","https://www.metacritic.com/game/wii/disney-guilty-party"
"Disney Infinity","ps3",75,"2013-08-18","https://www.metacritic.com/game/playstation-3/disney-infinity"
"Disney Infinity","wiiu",71,"2013-08-18","https://www.metacritic.com/game/wii-u/disney-infinity"
"Disney Planes","wiiu",51,"2013-08-06","https://www.metacritic.com/game/wii-u/disney-planes"
"Disney Universe","ps3",70,"2011-10-25","https://www.metacritic.com/game/playstation-3/disney-universe"
"Disney's Chicken Little","xbox",68,"2005-10-18","https://www.metacritic.com/game/xbox/disneys-chicken-little"
"Disney's Chicken Little: Ace in Action","ps2",69,"2006-11-09","https://www.metacritic.com/game/playstation-2/disneys-chicken-little-ace-in-action"
"Disney's Chicken Little: Ace in Action","wii",72,"2006-12-11","https://www.metacritic.com/game/wii/disneys-chicken-little-ace-in-action"
"Disney's Donald Duck: Goin' Quackers","ps2",73,"2000-12-13","https://www.metacritic.com/game/playstation-2/disneys-donald-duck-goin-quackers"
"Disney's Extreme Skate Adventure","ps2",78,"2003-09-03","https://www.metacritic.com/game/playstation-2/disneys-extreme-skate-adventure"
"Disney's Extreme Skate Adventure","xbox",76,"2003-09-03","https://www.metacritic.com/game/xbox/disneys-extreme-skate-adventure"
"Disney/Pixar Toy Story 3","wii",76,"2010-06-15","https://www.metacritic.com/game/wii/disneypixar-toy-story-3"
"Dive: The Medes Islands Secret","wii",74,"2010-07-26","https://www.metacritic.com/game/wii/dive-the-medes-islands-secret"
"DJ Hero","ps3",86,"2009-10-27","https://www.metacritic.com/game/playstation-3/dj-hero"
"DJ Hero","wii",87,"2009-10-27","https://www.metacritic.com/game/wii/dj-hero"
"DJ Hero","xbox360",84,"2009-10-27","https://www.metacritic.com/game/xbox-360/dj-hero"
"DJ Hero 2","ps3",86,"2010-10-19","https://www.metacritic.com/game/playstation-3/dj-hero-2"
"DJ Hero 2","wii",88,"2010-10-19","https://www.metacritic.com/game/wii/dj-hero-2"
"DJ Hero 2","xbox360",86,"2010-10-19","https://www.metacritic.com/game/xbox-360/dj-hero-2"
"DmC: Devil May Cry","ps3",85,"2013-01-15","https://www.metacritic.com/game/playstation-3/dmc-devil-may-cry"
"DmC: Devil May Cry","xbox360",86,"2013-01-15","https://www.metacritic.com/game/xbox-360/dmc-devil-may-cry"
"DmC: Devil May Cry - Vergil's Downfall","ps3",71,"2013-03-05","https://www.metacritic.com/game/playstation-3/dmc-devil-may-cry---vergils-downfall"
"DoDonPachi Resurrection","xbox360",77,"2011-11-04","https://www.metacritic.com/game/xbox-360/dodonpachi-resurrection"
"Dokapon Kingdom","wii",73,"2008-10-14","https://www.metacritic.com/game/wii/dokapon-kingdom"
"Don't Starve: Giant Edition","wiiu",75,"2015-05-28","https://www.metacritic.com/game/wii-u/dont-starve-giant-edition"
"Donkey Kong Country Returns","wii",87,"2010-11-21","https://www.metacritic.com/game/wii/donkey-kong-country-returns"
"Donkey Kong Country: Tropical Freeze","wiiu",83,"2014-02-21","https://www.metacritic.com/game/wii-u/donkey-kong-country-tropical-freeze"
"DOOM","xbox360",82,"2006-09-27","https://www.metacritic.com/game/xbox-360/doom"
"Doom 3","xbox",88,"2005-04-03","https://www.metacritic.com/game/xbox/doom-3"
"Doom 3: Resurrection of Evil","xbox",77,"2005-10-05","https://www.metacritic.com/game/xbox/doom-3-resurrection-of-evil"
"DOOM II","xbox360",77,"2010-05-26","https://www.metacritic.com/game/xbox-360/doom-ii"
"Double Dragon: Neon","ps3",71,"2012-09-11","https://www.metacritic.com/game/playstation-3/double-dragon-neon"
"Double Fine Happy Action Theater","xbox360",80,"2012-02-01","https://www.metacritic.com/game/xbox-360/double-fine-happy-action-theater"
"Downforce","ps2",69,"2002-06-14","https://www.metacritic.com/game/playstation-2/downforce"
"Downhill Domination","ps2",79,"2003-07-23","https://www.metacritic.com/game/playstation-2/downhill-domination"
"Dr. Luigi","wiiu",65,"2013-12-31","https://www.metacritic.com/game/wii-u/dr-luigi"
"Dr. Mario Online RX","wii",72,"2008-05-26","https://www.metacritic.com/game/wii/dr-mario-online-rx"
"Dr. Muto","xbox",70,"2002-11-19","https://www.metacritic.com/game/xbox/dr-muto"
"Dragon Age II","ps3",82,"2011-03-08","https://www.metacritic.com/game/playstation-3/dragon-age-ii"
"Dragon Age II","xbox360",79,"2011-03-08","https://www.metacritic.com/game/xbox-360/dragon-age-ii"
"Dragon Age: Origins","ps3",87,"2009-11-03","https://www.metacritic.com/game/playstation-3/dragon-age-origins"
"Dragon Age: Origins","xbox360",86,"2009-11-03","https://www.metacritic.com/game/xbox-360/dragon-age-origins"
"Dragon Age: Origins - Awakening","ps3",80,"2010-03-16","https://www.metacritic.com/game/playstation-3/dragon-age-origins---awakening"
"Dragon Age: Origins - Awakening","xbox360",80,"2010-03-16","https://www.metacritic.com/game/xbox-360/dragon-age-origins---awakening"
"Dragon Ball Z: Budokai 3","ps2",77,"2004-11-16","https://www.metacritic.com/game/playstation-2/dragon-ball-z-budokai-3"
"Dragon Ball Z: Budokai Tenkaichi","ps2",72,"2005-10-18","https://www.metacritic.com/game/playstation-2/dragon-ball-z-budokai-tenkaichi"
"Dragon Ball Z: Budokai Tenkaichi 2","ps2",73,"2006-11-07","https://www.metacritic.com/game/playstation-2/dragon-ball-z-budokai-tenkaichi-2"
"Dragon Ball Z: Budokai Tenkaichi 2","wii",72,"2006-11-15","https://www.metacritic.com/game/wii/dragon-ball-z-budokai-tenkaichi-2"
"Dragon Ball Z: Budokai Tenkaichi 3","ps2",73,"2007-11-13","https://www.metacritic.com/game/playstation-2/dragon-ball-z-budokai-tenkaichi-3"
"Dragon Ball Z: Budokai Tenkaichi 3","wii",72,"2007-12-03","https://www.metacritic.com/game/wii/dragon-ball-z-budokai-tenkaichi-3"
"Dragon Ball Z: Burst Limit","ps3",71,"2008-06-10","https://www.metacritic.com/game/playstation-3/dragon-ball-z-burst-limit"
"Dragon's Crown","ps3",82,"2013-08-06","https://www.metacritic.com/game/playstation-3/dragons-crown"
"Dragon's Dogma","ps3",78,"2012-05-22","https://www.metacritic.com/game/playstation-3/dragons-dogma"
"Dragon's Dogma: Dark Arisen","ps3",80,"2013-04-23","https://www.metacritic.com/game/playstation-3/dragons-dogma-dark-arisen"
"Drakan: The Ancients' Gates","ps2",78,"2002-01-28","https://www.metacritic.com/game/playstation-2/drakan-the-ancients-gates"
"Dreamfall: The Longest Journey","xbox",73,"2006-04-18","https://www.metacritic.com/game/xbox/dreamfall-the-longest-journey"
"DRiiFT Mania","wii",71,"2009-09-28","https://www.metacritic.com/game/wii/driift-mania"
"Driver: Parallel Lines","ps2",69,"2006-03-14","https://www.metacritic.com/game/playstation-2/driver-parallel-lines"
"Driver: Parallel Lines","xbox",69,"2006-03-14","https://www.metacritic.com/game/xbox/driver-parallel-lines"
"Driver: San Francisco","ps3",79,"2011-09-06","https://www.metacritic.com/game/playstation-3/driver-san-francisco"
"Driver: San Francisco","xbox360",80,"2011-09-06","https://www.metacritic.com/game/xbox-360/driver-san-francisco"
"Droplitz","ps3",76,"2009-06-25","https://www.metacritic.com/game/playstation-3/droplitz"
"Dropship: United Peace Force","ps2",78,"2002-05-29","https://www.metacritic.com/game/playstation-2/dropship-united-peace-force"
"Dual Hearts","ps2",70,"2002-09-23","https://www.metacritic.com/game/playstation-2/dual-hearts"
"Duke Nukem 3D","xbox360",80,"2008-09-24","https://www.metacritic.com/game/xbox-360/duke-nukem-3d"
"Duke Nukem 3D: Megaton Edition","ps3",70,"2015-01-06","https://www.metacritic.com/game/playstation-3/duke-nukem-3d-megaton-edition"
"Dungeon Defenders","ps3",80,"2011-10-18","https://www.metacritic.com/game/playstation-3/dungeon-defenders"
"Dungeon Defenders","xbox360",77,"2011-10-19","https://www.metacritic.com/game/xbox-360/dungeon-defenders"
"Dungeon Siege III","ps3",71,"2011-06-21","https://www.metacritic.com/game/playstation-3/dungeon-siege-iii"
"Dungeons & Dragons Heroes","xbox",72,"2003-09-17","https://www.metacritic.com/game/xbox/dungeons-dragons-heroes"
"Dungeons & Dragons: Chronicles of Mystara","ps3",83,"2013-06-18","https://www.metacritic.com/game/playstation-3/dungeons-dragons-chronicles-of-mystara"
"Dungeons & Dragons: Chronicles of Mystara","wiiu",77,"2013-09-05","https://www.metacritic.com/game/wii-u/dungeons-dragons-chronicles-of-mystara"
"Dungeons & Dragons: Chronicles of Mystara","xbox360",77,"2013-06-19","https://www.metacritic.com/game/xbox-360/dungeons-dragons-chronicles-of-mystara"
"Dust: An Elysian Tail","xbox360",83,"2012-08-15","https://www.metacritic.com/game/xbox-360/dust-an-elysian-tail"
"Dustforce","ps3",70,"2014-02-04","https://www.metacritic.com/game/playstation-3/dustforce"
"Dyad","ps3",82,"2012-07-17","https://www.metacritic.com/game/playstation-3/dyad"
"Dynasty Tactics","ps2",79,"2002-09-17","https://www.metacritic.com/game/playstation-2/dynasty-tactics"
"Dynasty Tactics 2","ps2",78,"2003-09-23","https://www.metacritic.com/game/playstation-2/dynasty-tactics-2"
"Dynasty Warriors 2","ps2",75,"2000-10-25","https://www.metacritic.com/game/playstation-2/dynasty-warriors-2"
"Dynasty Warriors 3","ps2",78,"2001-11-26","https://www.metacritic.com/game/playstation-2/dynasty-warriors-3"
"Dynasty Warriors 3","xbox",70,"2002-09-24","https://www.metacritic.com/game/xbox/dynasty-warriors-3"
"Dynasty Warriors 3: Xtreme Legends","ps2",72,"2003-01-11","https://www.metacritic.com/game/playstation-2/dynasty-warriors-3-xtreme-legends"
"Dynasty Warriors 4","ps2",78,"2003-03-25","https://www.metacritic.com/game/playstation-2/dynasty-warriors-4"
"Dynasty Warriors 4","xbox",75,"2003-09-05","https://www.metacritic.com/game/xbox/dynasty-warriors-4"
"Dynasty Warriors 4: Empires","ps2",71,"2004-08-31","https://www.metacritic.com/game/playstation-2/dynasty-warriors-4-empires"
"Dynasty Warriors 4: Xtreme Legends","ps2",72,"2003-11-04","https://www.metacritic.com/game/playstation-2/dynasty-warriors-4-xtreme-legends"
"Dynasty Warriors 5","ps2",69,"2005-03-29","https://www.metacritic.com/game/playstation-2/dynasty-warriors-5"
"Dynasty Warriors 8","ps3",68,"2013-07-16","https://www.metacritic.com/game/playstation-3/dynasty-warriors-8"
"EA Sports Active","wii",81,"2009-05-19","https://www.metacritic.com/game/wii/ea-sports-active"
"EA Sports Active 2","ps3",78,"2010-11-16","https://www.metacritic.com/game/playstation-3/ea-sports-active-2"
"EA Sports Active 2","wii",79,"2010-11-16","https://www.metacritic.com/game/wii/ea-sports-active-2"
"EA Sports Active More Workouts","wii",80,"2009-11-17","https://www.metacritic.com/game/wii/ea-sports-active-more-workouts"
"EA Sports MMA","ps3",77,"2010-10-19","https://www.metacritic.com/game/playstation-3/ea-sports-mma"
"EA Sports MMA","xbox360",79,"2010-10-19","https://www.metacritic.com/game/xbox-360/ea-sports-mma"
"Earth Defense Force 2025","ps3",69,"2014-02-18","https://www.metacritic.com/game/playstation-3/earth-defense-force-2025"
"Ecco the Dolphin: Defender of the Future","ps2",71,"2002-03-03","https://www.metacritic.com/game/playstation-2/ecco-the-dolphin-defender-of-the-future"
"echochrome","ps3",81,"2008-05-01","https://www.metacritic.com/game/playstation-3/echochrome"
"echochrome ii","ps3",79,"2010-12-21","https://www.metacritic.com/game/playstation-3/echochrome-ii"
"Edge","wiiu",79,"2013-11-21","https://www.metacritic.com/game/wii-u/edge"
"Eets: Chowdown","xbox360",77,"2007-04-25","https://www.metacritic.com/game/xbox-360/eets-chowdown"
"Eiyuu Senki: The World Conquest","ps3",69,"2015-11-24","https://www.metacritic.com/game/playstation-3/eiyuu-senki-the-world-conquest"
"El Shaddai: Ascension of the Metatron","ps3",78,"2011-08-16","https://www.metacritic.com/game/playstation-3/el-shaddai-ascension-of-the-metatron"
"Elebits","wii",75,"2006-12-12","https://www.metacritic.com/game/wii/elebits"
"Electronic Super Joy","wiiu",78,"2015-11-05","https://www.metacritic.com/game/wii-u/electronic-super-joy"
"Elefunk","ps3",70,"2008-07-17","https://www.metacritic.com/game/playstation-3/elefunk"
"Elliot Quest","wiiu",76,"2015-03-19","https://www.metacritic.com/game/wii-u/elliot-quest"
"Endless Ocean","wii",72,"2008-01-21","https://www.metacritic.com/game/wii/endless-ocean"
"Endless Ocean: Blue World","wii",76,"2010-02-22","https://www.metacritic.com/game/wii/endless-ocean-blue-world"
"Enslaved: Odyssey to the West","ps3",80,"2010-10-05","https://www.metacritic.com/game/playstation-3/enslaved-odyssey-to-the-west"
"Enslaved: Odyssey to the West","xbox360",82,"2010-10-05","https://www.metacritic.com/game/xbox-360/enslaved-odyssey-to-the-west"
"Enslaved: Odyssey to the West - Pigsy's Perfect 10","ps3",79,"2010-11-23","https://www.metacritic.com/game/playstation-3/enslaved-odyssey-to-the-west---pigsys-perfect-10"
"Enthusia Professional Racing","ps2",70,"2005-05-03","https://www.metacritic.com/game/playstation-2/enthusia-professional-racing"
"escapeVektor: Chapter 1","wii",81,"2011-09-29","https://www.metacritic.com/game/wii/escapevektor-chapter-1"
"ESPN College Hoops","xbox",80,"2003-11-13","https://www.metacritic.com/game/xbox/espn-college-hoops"
"ESPN College Hoops 2K5","xbox",86,"2004-11-17","https://www.metacritic.com/game/xbox/espn-college-hoops-2k5"
"ESPN International Track & Field","ps2",72,"2000-10-25","https://www.metacritic.com/game/playstation-2/espn-international-track-field"
"ESPN Major League Baseball","ps2",79,"2004-05-04","https://www.metacritic.com/game/playstation-2/espn-major-league-baseball"
"ESPN Major League Baseball","xbox",78,"2004-04-06","https://www.metacritic.com/game/xbox/espn-major-league-baseball"
"ESPN MLS ExtraTime","ps2",77,"2001-04-16","https://www.metacritic.com/game/playstation-2/espn-mls-extratime"
"ESPN NBA 2K5","xbox",85,"2004-09-28","https://www.metacritic.com/game/xbox/espn-nba-2k5"
"ESPN NBA Basketball","xbox",87,"2003-10-22","https://www.metacritic.com/game/xbox/espn-nba-basketball"
"ESPN NFL 2K5","xbox",92,"2004-07-20","https://www.metacritic.com/game/xbox/espn-nfl-2k5"
